PC1,PC2,PC3,PC4,PC5,quality_binary
0.07898386645747373,0.13424014784141067,-0.12542968583357342,-0.34988002879228036,-0.8481762545286349,0
-1.200807109058131,-0.6014208839581139,0.2665974705034183,-1.1263486789612254,-0.12520789700065854,1
-1.9987236442013296,0.7302426790009415,-1.1461925577186338,0.1562591233568728,-0.49781091021091994,0
-2.9781050073869673,0.6976276108482538,-0.39227028881887765,0.3982800015656613,-0.8893900666749601,0
3.2141039805903278,3.4650022735120714,2.4926665207704577,-1.3713123025834968,0.2650459928159825,1
2.5447420680563506,-3.057394890655851,-2.8221642801746074,1.3947124208430233,1.7953959629166778,0
3.9272163847464316,-2.2276308060986594,-2.729254745011834,0.50510989167715,0.7616891502650869,1
0.160968390398272,-2.066219629893951,0.5263379149392388,0.6871297211213493,0.5112810844227873,1
-0.9583291988258353,-1.3730886837581802,-0.5708853457149784,0.2782712149412244,0.04326338225767357,1
-0.37975909767488186,-1.885906020676879,0.21678217305890576,1.296404129964457,0.4243174510147965,1
2.187663553331379,2.5672022084640633,0.5654463090227538,0.37772774368870127,0.13579024793353014,1
-1.1223793515008595,0.046493622364286065,-0.9774816709400078,0.4862028994010911,-0.008779796253650727,1
-2.261973897733862,-0.9102832046295707,0.821280700991181,-0.09788577568654903,0.06436341021868724,1
0.0044829039087712665,-1.502642246897984,0.807647209258967,-0.17268844008586412,-0.0736756175922411,1
-0.5370203080978371,-1.5008741726547645,-0.5984183117631501,0.10884954565467926,-0.2620794764337675,1
3.04481867439787,0.7940919226255686,-0.018842355762746253,0.7844889813342901,0.3856793309354126,1
1.092682580317083,-3.3117463707198334,0.10469346208021542,1.5528849155555333,1.0738624619989263,1
1.6857904928134602,0.3416515114565573,-1.0132340451879955,0.4025395014451334,0.3053234112631408,1
0.04081630305031494,-2.8898380005077327,0.6830371513312579,0.49275280849452435,-0.13856787275365956,1
2.153514783499907,0.039084632604576335,-1.1364498255986408,-0.6976997576077087,0.015476234521607787,1
3.208771480630579,1.310402067595208,0.12585758403625882,-0.9958465665841902,0.18302222205493324,0
-2.5734545826758906,2.281138670363447,-0.747326552599354,-0.14898248501214886,0.13741830959731405,1
-0.942608593567605,-0.23520067591590335,0.43349080094577647,-1.5760169875859498,0.17888851003483747,1
3.5235433231607836,1.1196946825147338,0.9201163088538287,0.0641033964087094,-0.3225991195302897,0
0.426789601524462,-0.6115443363460956,-1.6614730463815275,-0.002705461797142931,-1.0978653533272769,0
-0.4599022255547531,-1.8961967553580095,0.639004485730525,-1.0181698355603932,-0.34461500143771623,0
-0.7299362953419092,-1.7554501889861787,-0.8197245061487684,0.5659314707047021,-0.8224063726149,1
-0.7124635945378583,-2.7274790136900515,0.7277243782467394,-0.45544751873912986,-0.5584862437925461,1
1.681105430104095,1.626538721291219,-0.16066725218880026,0.36558883470608244,0.4510930672647936,1
2.295909305814142,1.480904012732069,-0.28107165327771616,-0.9755842582341003,-0.28447404790736214,0
-2.2105914624420895,2.8441313853813046,-0.29660596293694985,0.08011562469642997,0.16773121046376352,0
0.4601276609019621,-3.607506196471126,-0.9777220288196753,0.11062195965580256,0.5719591911296522,1
0.42092980209434183,-0.5772666295356227,0.27310131446908,-0.7360919815587682,-0.1322935385373863,0
0.8402965716994628,-1.4230943034114594,-1.034891690446399,1.038566490245483,1.037273169047529,1
-1.0401430954391793,-0.5584843529287942,-0.8320232304473831,-0.0623835853302739,0.9550049251389519,0
-0.9896399557670142,-0.7472282499716122,-0.5502838667570702,0.45685913751412166,1.2129671156446238,1
-0.7581983243476667,-1.2908642739965197,-0.3547996229268337,0.024489759441471245,-0.5177328453404233,0
4.15881254411395,4.365643671266321,1.6874251279236012,3.7525174665746026,-4.6191228834439,1
